inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
50600,2,,1,202003
51504,1,,1,202003
51845,51,19,29,202003
51130,135,98,32,202005
51941,19,13,4,202001
52660,2,2,,202003
52660,1,1,,202005
52720,15,7,8,202003
50516,396,56,331,202003
50930,1,,1,202003
51260,8,1,5,202004
52220,5,2,3,202003
51803,8,8,,202001
50785,26,10,16,202004
51254,3,3,,202006
51810,10,10,,202003
53133,5,4,1,202002
50231,1,,,202003
50516,373,48,315,202002
52230,1,1,,202005
52260,5,1,4,202001
50932,1,1,,202001
51120,1,,,202002
51320,4,1,2,202001
51504,1,1,,202005
50518,4,3,1,202001
51820,5,3,1,202005
50730,32,22,9,202001
52720,12,5,7,202004
53020,7,4,1,202005
53100,1,,,202002
51800,1,1,,202006
51810,5,4,,202004
50510,2,1,,202004
53010,4,4,,202002
51100,16,1,13,202004
53010,4,3,1,202005
51254,3,2,1,202004
51280,17,11,4,202001
52230,1,1,,202003
50970,220,176,29,202001
52260,9,1,8,202003
52295,4,3,,202006
noPort,970,635,282,202005
50970,167,130,24,202005
51845,30,15,12,202006
52235,2,1,1,202004
53130,3,3,,202005
51180,1,1,,202005
51280,16,10,4,202002
50730,25,17,7,202005
50180,2,,1,202003
51205,1,,,202006
51254,6,4,2,202005
51815,39,34,5,202005
53130,6,3,2,202002
51910,4,3,1,202005
52440,1,,1,202002
50700,4,2,2,202005
51254,1,1,,202003
51340,2,,,202004
51815,13,11,2,202006
52235,1,1,,202002
52870,1,,1,202002
50060,79,35,39,202003
51100,19,4,14,202002
51260,6,,6,202002
51280,6,2,2,202006
51340,1,1,,202002
52720,17,5,11,202001
50518,6,4,2,202004
50970,242,194,32,202004
51340,1,1,,202001
50805,5,4,1,202004
51260,8,1,5,202006
52260,7,,6,202002
50070,1,1,,202002
50805,6,4,2,202003
50700,6,2,4,202004
53020,11,10,,202003
53133,8,5,2,202004
52240,19,16,3,202001
52240,19,15,4,202002
52220,1,,1,202005
50730,18,13,5,202006
52220,1,1,,202006
50730,33,26,7,202004
50935,164,81,74,202002
51502,1,,,202003
51820,8,4,2,202002
51100,13,6,4,202005
50140,22,10,12,202003
52220,2,2,,202004
52560,1,1,,202004
52760,2,1,1,202005
50030,559,338,205,202005
50518,3,1,2,202003
52295,3,3,,202002
52720,18,11,6,202005
51820,4,4,,202006
50930,1,1,,202004
51870,24,10,14,202001
53000,1,1,,202006
50060,49,23,24,202006
50970,173,149,18,202006
51205,2,1,1,202003
51830,4,4,,202001
51850,1,1,,202005
52940,1,1,,202001
50231,1,,1,202004
51010,7,4,3,202003
51130,122,82,31,202002
50300,15,6,8,202003
51220,31,13,16,202004
51845,37,15,20,202002
noPort,1187,806,301,202003
50517,2,1,1,202003
50700,5,4,1,202002
51870,10,3,7,202004
50350,4,3,1,202003
51180,3,3,,202004
51254,2,2,,202001
51770,9,8,,202001
52270,1,1,,202004
52760,1,1,,202006
53020,4,3,,202006
50380,35,18,15,202005
50516,379,65,305,202004
50600,3,2,,202002
51330,1,,1,202003
50300,19,10,8,202001
50510,2,1,,202002
51040,40,28,10,202003
51810,7,7,,202005
52295,1,,1,202005
53100,1,1,,202004
52040,2,,1,202001
50650,2,1,1,202005
51910,4,3,1,202004
52940,2,1,1,202003
51010,2,1,1,202002
noPort,1232,834,325,202002
51815,38,33,5,202003
53000,2,2,,202005
50785,20,8,11,202003
52295,2,2,,202004
52297,1,,,202004
53000,1,1,,202001
51220,27,15,12,202005
53000,1,1,,202004
52140,1,,1,202004
52510,3,1,2,202004
50045,1,,,202004
50055,757,471,248,202002
51400,9,6,3,202003
51865,1,,,202001
51910,3,2,1,202001
50140,10,3,7,202006
50516,273,20,247,202006
50790,1,,1,202004
50790,2,,2,202006
51501,1,,1,202003
51820,7,5,1,202003
52065,12,9,3,202003
52065,11,8,3,202006
51040,45,35,6,202004
51205,1,1,,202001
52440,1,,1,202005
50070,1,1,,202005
51350,2,2,,202001
50300,14,6,5,202005
51330,1,,,202006
52260,6,,6,202005
50380,27,13,10,202001
51040,28,21,6,202005
50350,5,3,2,202002
51870,17,4,10,202003
52660,1,,,202002
50210,3,3,,202002
50517,1,,1,202006
50700,8,4,4,202003
52510,1,1,,202006
