inPortNo,numVisit,numVisitCargo,numVisitTanker,period
50140,135,40,62,202009
50340,65,15,9,202011
52680,7,3,2,202008
52297,12,2,8,202100
51500,3,0,0,202010
51910,18,4,10,202100
52090,5,3,2,202007
50055,5664,1352,3542,202009
50516,2696,343,1978,202007
50120,9,2,2,202007
51100,131,36,64,202011
51860,3,2,0,202009
53050,9,1,5,202009
52560,3,1,2,202010
53000,4,4,0,202007
51820,51,22,4,202008
51504,20,9,1,202007
50805,52,10,34,202009
50935,372,144,194,202010
52065,41,22,14,202100
51830,70,15,3,202100
50805,44,20,16,202007
53133,16,7,5,202007
52295,16,4,4,202007
50140,135,56,49,202100
50300,119,46,46,202010
50350,144,34,9,202100
50925,26,9,10,202010
53020,56,13,13,202011
52090,3,1,2,202009
51502,4,0,1,202009
50700,10,5,4,202009
50070,12,5,4,202009
50100,2,0,0,202007
53133,18,11,4,202100
51910,22,12,6,202010
52870,20,1,2,202009
51780,1,0,0,202100
50805,26,12,13,202008
51400,30,9,13,202009
51810,41,38,1,202007
51020,6,4,0,202100
52480,1,1,0,202011
51865,11,8,3,202010
52510,17,6,4,202011
51850,3,1,2,202011
51330,7,0,2,202100
51890,70,26,19,202010
51500,7,1,0,202008
52680,9,3,2,202007
51501,9,1,2,202010
50120,9,5,3,202011
51860,5,2,1,202010
51845,175,61,63,202100
51220,85,23,57,202011
50600,11,6,3,202007
50600,11,7,0,202011
50785,101,13,85,202100
53133,14,7,5,202009
52297,5,0,5,202011
52510,19,7,5,202008
50930,40,20,15,202008
51200,47,2,37,202100
50340,89,15,10,202010
50441,15,7,6,202007
52230,9,6,1,202010
50440,2,1,0,202100
52523,13,1,0,202010
51502,1,0,0,202007
50516,3557,367,2204,202010
50935,417,182,206,202008
51850,5,0,1,202008
51870,81,45,18,202010
52560,3,0,2,202007
50730,82,45,28,202010
52270,10,2,2,202007
50045,7,3,0,202011
50180,3,1,0,202011
50517,32,10,9,202010
51010,15,5,6,202007
52870,7,0,1,202011
52680,2,1,1,202009
51810,38,35,1,202009
50030,4346,1034,2971,202008
50380,153,83,54,202007
53000,2,2,0,202008
50055,6280,933,4382,202100
53115,36,31,1,202007
51870,63,27,24,202007
50231,11,0,6,202010
50970,972,423,83,202010
51180,9,5,0,202009
51855,11,3,4,202011
51070,9,3,3,202008
50970,856,393,83,202011
51400,24,8,10,202100
50250,5,0,1,202009
50600,16,12,1,202008
50350,114,42,24,202010
52523,13,0,2,202011
50210,10,6,2,202100
50932,12,5,6,202100
50060,1028,139,493,202011
51845,205,87,79,202009
50930,32,14,12,202007
50971,430,251,79,202007
50060,592,211,108,202008
51220,92,22,67,202009
51180,8,3,2,202100
51200,65,3,58,202010
51803,29,24,3,202008
51280,44,10,15,202100
50045,6,1,0,202007
52240,82,48,12,202008
50250,4,2,0,202010
51020,4,3,0,202011
51803,44,44,0,202007
51330,20,4,5,202009
52260,44,5,31,202008
50971,423,241,72,202100
51020,8,6,0,202009
50250,7,3,0,202008
50517,25,7,5,202008
51040,98,72,17,202011
52695,9,0,6,202009
51180,6,4,1,202010
51501,7,0,1,202008
50210,10,3,5,202007
51845,219,106,83,202008
52350,19,10,9,202010
51820,35,17,2,202011
51030,5,3,2,202100
52680,1,0,0,202010
51254,15,11,2,202009
51800,4,2,0,202011
51870,59,23,23,202009
50970,910,446,86,202009
51855,20,8,6,202008
53100,5,3,0,202009
52940,9,4,0,202100
50785,112,15,90,202007
50140,128,54,46,202008
51500,9,0,0,202007
50650,15,10,2,202009
51501,1,0,0,202011
52940,9,6,0,202011
51800,2,0,0,202009
51330,14,4,5,202008
50932,25,17,5,202007
51205,15,5,4,202008
50350,103,29,23,202008
51941,54,38,15,202007
51845,228,83,102,202011
52523,11,1,2,202009
51205,7,4,2,202010
52297,9,0,7,202007
52940,15,8,4,202008
52220,8,6,2,202011
51810,21,20,0,202100
50790,12,1,8,202007
52940,8,3,0,202010
52260,37,4,25,202011
52235,3,2,1,202009
50785,117,14,100,202010
50790,27,1,22,202009
50932,13,4,4,202011
52720,68,14,27,202011
51070,11,1,3,202009
50180,2,0,0,202007
50518,19,9,6,202011
50510,3,2,0,202010
50250,4,1,0,202011
51320,9,4,5,202011
50517,35,7,7,202011
50380,134,65,48,202100
52090,2,2,0,202011
51800,9,4,0,202008
51504,23,7,3,202008
51254,14,11,2,202008
50441,22,6,10,202100
52065,53,28,19,202009
50250,3,0,1,202007
50350,72,28,19,202007
51780,1,0,0,202009
53000,2,2,0,202009
51040,93,65,19,202007
51845,258,105,98,202010
51855,20,7,5,202007
50210,13,4,4,202010
50516,2811,310,2074,202009
50516,3059,347,2028,202011
50805,46,16,14,202011
51501,5,0,0,202007
51941,47,37,8,202100
51290,2,2,0,202008
50030,3753,838,2519,202009
51865,12,8,4,202007
52220,12,8,0,202100
52660,8,1,1,202011
51070,14,3,6,202011
51020,3,0,0,202007
50970,1088,448,98,202008
50790,18,1,8,202100
52230,8,3,1,202100
52440,4,1,1,202011
51865,12,8,4,202008
50180,4,0,3,202009
52295,19,4,5,202008
53050,3,0,2,202011
51254,9,8,1,202011
50935,429,188,198,202007
53115,33,25,3,202100
50700,12,4,8,202007
50652,3,0,1,202007
52870,5,1,0,202008
51280,75,25,14,202009
51504,132,8,7,202010
50932,26,9,12,202010
52040,8,0,5,202008
50060,1032,112,465,202100
50450,72,35,27,202007
52240,59,30,8,202010
51800,2,1,0,202100
51280,71,20,11,202010
50440,3,0,1,202009
51941,57,31,24,202010
53000,2,1,0,202100
50652,2,0,0,202009
53020,54,11,18,202008
52320,139,83,38,202008
52320,132,80,24,202100
51340,9,7,2,202008
50600,13,9,2,202009
51865,14,12,1,202011
51500,1,0,0,202100
50971,436,239,80,202011
52270,16,3,6,202008
51840,9,2,4,202009
51770,18,14,3,202009
50040,148,2,3,202007
50510,8,3,1,202011
50610,2,1,0,202100
50030,3740,650,2736,202100
51770,22,12,3,202011
52350,24,18,5,202007
50045,11,2,1,202009
50231,8,0,4,202008
52040,6,1,5,202011
51200,64,8,33,202007
51100,128,47,57,202007
51504,29,12,8,202100
53130,11,3,5,202100
51850,1,0,0,202100
53100,13,7,1,202010
50380,134,68,53,202010
50518,7,5,1,202100
51260,140,2,26,202010
51770,33,17,6,202008
51340,12,3,5,202011
50925,11,2,7,202100
51400,26,10,9,202008
51350,5,1,4,202010
50600,14,10,1,202010
50120,14,3,4,202009
50518,14,6,6,202009
50805,31,19,11,202010
50610,7,3,2,202007
50600,4,2,0,202100
51890,98,46,4,202009
53130,15,9,3,202009
50925,18,8,7,202009
52297,10,2,8,202009
52440,4,1,2,202009
51130,597,374,93,202009
51280,56,22,10,202007
51800,7,1,0,202010
52230,12,4,5,202011
50120,11,3,2,202100
52695,10,1,6,202011
50971,449,246,71,202008
51840,17,5,8,202008
50300,117,39,44,202009
50340,129,36,12,202007
52760,4,2,0,202009
50060,358,130,103,202007
51290,3,1,0,202009
51070,11,2,4,202007
53050,9,1,4,202008
50300,108,50,39,202100
52065,62,23,30,202008
50340,68,15,18,202100
51504,20,7,2,202011
51890,70,33,10,202100
50650,9,7,1,202010
51941,46,28,13,202009
51030,3,1,0,202009
53115,60,54,2,202009
51254,9,6,3,202010
51220,72,15,52,202100
52720,93,14,21,202007
50231,11,0,7,202009
50380,124,68,50,202009
52680,7,1,1,202011
51340,8,6,2,202100
51800,3,2,0,202007
51815,505,56,9,202100
52065,73,32,29,202007
52660,3,2,0,202009
51815,489,99,13,202010
51260,102,4,31,202008
50250,5,4,0,202100
50070,12,2,4,202007
50652,1,0,0,202008
50055,7325,1300,4877,202011
50380,138,62,54,202011
51820,34,15,2,202009
50045,7,0,0,202010
51180,7,6,1,202011
52523,14,2,2,202008
50441,26,10,9,202008
51870,74,29,29,202011
51860,3,1,1,202100
51920,11,5,6,202011
50790,33,2,10,202011
51870,69,31,24,202100
50730,93,54,34,202008
50100,6,3,1,202011
51030,2,0,2,202011
51830,61,24,9,202009
52260,36,5,25,202007
52720,85,17,30,202008
53115,45,36,4,202010
51920,17,9,6,202008
51504,80,9,5,202009
52270,18,3,4,202010
51320,12,1,4,202007
51130,619,376,98,202010
50040,19,3,3,202010
52240,66,40,6,202009
51810,45,44,0,202008
50120,8,3,0,202008
52235,5,2,1,202011
52240,51,27,9,202007
51941,48,35,12,202008
51910,26,15,7,202011
51770,19,11,3,202100
52270,11,1,2,202100
50935,254,78,152,202100
51855,16,9,2,202009
53100,13,3,3,202007
52695,7,0,4,202007
50935,262,81,153,202011
51500,7,0,1,202009
51040,96,73,19,202009
50180,7,4,1,202100
52260,44,3,26,202009
51040,103,72,21,202010
51120,1,0,0,202011
51803,13,11,2,202100
51840,18,2,12,202011
51865,8,7,0,202009
50441,31,7,12,202009
50440,2,0,1,202010
50440,1,0,1,202011
51815,571,110,19,202007
50450,70,38,20,202009
51820,36,13,2,202007
53115,50,43,3,202011
53050,2,1,0,202010
51180,10,3,1,202007
50045,9,2,2,202100
50510,5,1,1,202008
51502,2,0,0,202011
51810,34,32,1,202011
50040,60,3,1,202011
52320,136,81,35,202007
52260,36,6,20,202100
51130,601,362,114,202007
50971,424,231,66,202009
51870,78,28,28,202008
53010,19,10,2,202010
50030,4923,855,3706,202010
51820,30,10,4,202010
52220,11,6,4,202009
50231,8,0,7,202007
50785,114,26,83,202009
50518,26,10,14,202007
50518,22,11,9,202010
52235,5,3,2,202008
51254,9,7,2,202100
50610,3,0,1,202010
51120,2,0,0,202007
52240,80,29,7,202100
53050,4,0,3,202007
52350,20,17,3,202009
51770,31,21,3,202010
52230,5,3,2,202008
51484,3,0,1,202009
50518,16,8,7,202008
50930,21,7,8,202011
50510,6,2,1,202100
50070,7,5,1,202010
52040,5,0,1,202009
50790,9,2,6,202010
50330,1,0,0,202011
50340,68,27,15,202009
50450,71,33,25,202008
50700,5,1,3,202010
50300,118,32,46,202007
51910,16,5,6,202008
51100,144,37,71,202009
51890,113,46,12,202007
51220,83,25,54,202008
51200,51,4,34,202009
51770,35,26,4,202007
50070,11,5,1,202100
51350,5,3,2,202007
53133,18,9,7,202008
52350,16,9,6,202011
51502,8,2,1,202008
52040,6,2,3,202100
50055,6362,1627,4010,202007
52510,18,7,4,202009
51130,563,350,89,202100
51220,91,24,63,202010
53010,17,10,4,202008
50930,35,16,12,202010
53010,16,7,4,202009
50180,1,1,0,202008
50517,24,10,7,202100
50441,32,6,10,202010
51350,5,0,3,202011
51865,11,8,2,202100
50700,7,2,4,202100
52230,6,2,4,202009
50935,433,168,216,202009
53130,13,6,3,202008
50930,18,5,7,202100
50925,13,7,4,202007
51220,89,27,54,202007
51320,6,4,2,202100
51205,9,3,4,202007
52235,5,2,2,202007
52560,5,2,0,202011
50440,2,0,2,202008
50441,34,9,12,202011
51254,9,7,2,202007
50930,37,16,14,202009
51850,4,0,1,202007
53050,7,0,1,202100
52760,7,6,0,202007
50300,120,52,42,202008
53100,15,3,1,202011
52680,6,1,2,202100
50030,4871,877,3658,202011
50650,11,9,1,202011
51840,10,1,8,202007
50925,12,4,5,202011
51205,12,5,5,202009
51350,5,1,2,202009
50210,9,4,1,202008
51320,16,3,4,202009
53000,1,1,0,202010
53115,69,53,12,202008
52350,18,10,7,202100
51501,5,2,0,202100
50450,71,39,23,202011
50510,6,2,0,202007
51815,370,82,18,202009
52220,14,8,1,202007
52695,9,0,4,202100
51941,36,18,14,202011
50450,42,18,15,202100
52720,64,18,29,202100
51330,13,4,2,202011
50330,2,0,0,202009
50700,15,4,11,202008
50180,7,2,2,202010
51340,7,5,2,202010
52760,2,2,0,202010
50100,1,0,0,202009
50045,9,0,1,202008
51180,6,4,0,202008
52480,2,2,0,202007
51920,14,6,4,202010
50730,70,39,22,202011
51205,13,3,5,202100
51030,2,1,0,202010
52220,14,6,4,202010
52523,8,1,0,202100
51100,141,44,66,202010
52660,10,5,2,202008
51780,1,0,0,202011
53020,38,10,12,202007
51400,37,15,9,202011
50100,3,1,0,202008
50610,7,5,0,202009
51860,2,0,2,202011
52440,3,0,1,202010
52220,16,7,7,202008
51010,24,10,9,202009
51350,3,1,2,202100
52140,3,1,2,202008
51280,50,13,15,202011
52870,4,2,1,202007
52295,3,2,1,202011
51350,6,2,3,202008
52320,157,95,33,202011
52720,65,17,26,202010
51820,36,15,0,202100
50932,20,7,8,202008
51320,17,4,7,202008
51010,20,5,9,202100
50340,76,30,10,202008
51020,2,1,0,202010
50516,3066,259,2339,202100
51130,605,359,102,202011
51260,127,1,36,202009
50510,9,3,5,202009
52940,12,3,4,202009
51100,107,27,55,202100
52695,18,0,10,202008
50070,8,3,1,202011
50040,23,2,5,202100
53130,7,4,0,202007
52510,18,6,6,202007
52295,14,4,3,202009
52760,6,4,0,202008
51815,411,83,18,202011
50517,23,4,6,202009
51500,5,2,0,202011
50055,6762,1594,4315,202008
51855,11,6,3,202100
50970,1005,339,89,202100
50450,58,28,24,202010
51260,123,2,36,202011
52350,29,18,10,202008
52230,5,3,2,202007
51810,36,34,0,202010
51830,63,27,6,202008
50100,4,4,0,202010
52510,11,5,1,202100
50730,56,32,19,202100
50210,12,2,4,202009
51484,6,0,3,202008
50055,7447,1339,4799,202010
51340,7,5,2,202009
51400,34,12,18,202007
50932,21,10,8,202009
51803,27,25,1,202010
51010,24,9,9,202011
52760,1,1,0,202011
51502,4,0,1,202100
50140,123,45,48,202007
52660,7,2,1,202007
52065,60,29,23,202010
50805,57,25,18,202100
51070,8,2,1,202010
53133,12,5,5,202011
50610,4,2,1,202008
51290,2,1,0,202010
50730,83,57,20,202009
52065,50,22,24,202011
50610,1,1,0,202011
51340,6,3,2,202007
51860,7,3,2,202008
51484,1,1,0,202100
