inPortNo,portTimeTotal,portTimeTotalCargo,portTimeTotalTanker,period
51340,332806,163266,53109,202011
51340,811961,811441,520,202100
51350,376408,134454,73477,202007
51350,571476,379426,184590,202008
51350,565995,319626,59605,202009
51350,221650,26641,181055,202010
51502,208085,0,0,202007
51502,1505338,25021,233460,202008
51502,561979,0,0,202009
51502,1163030,0,0,202010
51010,10648472,1928559,2386011,202008
51010,12347341,2093155,2522872,202009
51010,11647144,1326708,2613268,202010
51010,9169746,3810843,2274803,202011
51040,23074899,17606949,3781948,202009
51040,20359241,15186328,3503208,202010
51040,18191287,11361473,2447401,202011
51100,52345584,11191954,21343238,202007
51100,44759629,9776790,17646199,202008
51100,55802564,8945830,25159279,202009
51100,44251219,14033390,17758868,202010
51504,8025178,708826,2823149,202100
51770,13431624,8428945,547017,202007
51770,17275533,9969028,2167272,202008
51200,14689200,61255,11392723,202009
51200,15710859,22725,12869983,202010
51200,14266453,22674,11067142,202011
51803,11237572,10588214,566549,202010
51803,18211049,17525043,508346,202011
51803,17364215,15846198,198538,202100
51200,14841201,61012,11555039,202100
51205,3815360,1453458,2060,202007
51205,3817259,1353373,641,202008
51205,4228261,1823543,42834,202009
51810,21869253,20423489,1355000,202007
51810,18730494,16205595,293761,202008
51810,15066706,14096624,324901,202009
51810,15343884,14847852,0,202010
51280,8956699,3531221,288925,202007
51280,4867272,1597634,502538,202008
51280,6908781,3347492,1141091,202009
51280,6857977,769574,710826,202010
51280,7235674,2317545,1407143,202011
51280,6327455,2503486,503981,202100
51290,3387,3387,0,202008
51845,109054467,31412512,52619102,202100
51850,9840,0,7379,202007
51850,22282,0,6120,202008
51850,256155,250566,0,202009
51340,491811,288172,203639,202007
51340,350872,256853,64529,202008
51340,452938,408842,44096,202009
51484,80142,0,0,202009
51484,1803,1803,0,202100
51500,1298726,31319,0,202007
51500,1291168,23578,0,202008
51855,445301,339447,15608,202007
51855,70056,39086,3653,202008
51855,84876,38700,543,202009
51855,202314,33347,38578,202010
51504,4209827,235839,3016330,202008
51504,6536538,100122,2727157,202009
51504,12205715,321574,3007056,202010
51504,6299023,83318,2885544,202011
51770,8426844,6569663,504114,202009
51770,13633969,10423168,562467,202010
51770,13440747,8614346,514627,202011
51770,12741618,8821307,689140,202100
51870,32010857,15258002,8985289,202010
51870,32878558,14472992,7019079,202011
51870,36074399,16298156,10049314,202100
51890,8446654,2634278,1844895,202007
51810,17501081,17422541,58496,202011
51810,32691835,31609679,0,202100
51815,79191602,63135016,7583687,202007
51815,61676425,46232602,9294963,202008
51815,53761758,44599815,2688089,202009
51815,71967601,56642233,8252940,202010
51815,73324723,59098062,8660642,202011
51920,1142741,815253,317888,202010
51920,701896,350962,298907,202011
51920,3249595,1219662,753849,202100
51840,303358,728,301783,202011
51840,353893,703,342281,202100
51845,90476340,25029433,45977480,202007
51845,84535388,30637223,37448021,202008
51845,92486969,27029074,41770790,202009
51845,88170241,23312657,46900900,202010
51845,112835799,39165970,48264659,202011
52040,267847,4261,258675,202100
52065,22758238,7691990,7447226,202007
52065,21378302,6414502,9083961,202008
51865,974005,376375,542886,202009
51865,1066712,682919,383793,202010
51865,993619,988038,5581,202011
51865,1097293,770761,30,202100
52220,1235050,369552,518847,202008
52220,488818,391619,97199,202009
52220,1558927,1102653,297684,202010
52220,1484571,993250,373001,202011
51870,41857215,13488232,10791860,202007
51870,29153617,6739700,8393884,202008
51870,26263471,11659885,9160406,202009
52220,1186445,531858,0,202100
52230,465173,443719,21454,202007
52230,1487362,1350527,136835,202008
51941,11429565,3614144,6308179,202007
51941,14461564,6576742,7407091,202008
51941,13409199,7146230,5963337,202009
51941,12937634,6808796,6107421,202010
51941,12262689,5107441,6359989,202011
51941,9434874,3513708,5479509,202100
52040,2750967,361,2750606,202007
52270,637776,480300,44927,202009
52270,359554,214222,28742,202010
52270,342341,230367,92726,202011
52270,562152,496645,9575,202100
52230,2500004,2276529,223475,202009
52230,1901979,1438924,0,202010
52230,3368305,2231711,105493,202011
52240,22976721,12051474,2089284,202007
52240,32465510,24558882,1422805,202008
52240,43360735,31206154,1816480,202009
52240,40994789,35250429,588795,202010
52295,4900289,4218580,99541,202007
52295,1993522,446715,574278,202008
52295,4792202,4752064,1483,202009
52320,34873165,22207513,7914681,202100
52350,1967837,1348727,416069,202007
52350,4165248,3187444,977804,202008
52350,5639272,4743345,895927,202009
52480,156710,156710,0,202008
52480,179,179,0,202100
52510,4674799,754856,283467,202007
52510,2174119,818518,71191,202008
52350,3118262,2758899,359363,202010
52350,901652,454916,446736,202011
52350,1767934,1316436,343823,202100
52560,20521,0,19420,202007
52560,14576,0,0,202008
52560,2642,2642,0,202009
52560,42968,12595,30373,202010
52510,1366638,839046,71,202009
52510,1611547,643982,599035,202010
52510,2126830,543235,249466,202011
52660,139,0,0,202100
52680,69669,20499,14764,202007
52680,25441,239,14556,202008
52720,18767934,5850722,6182009,202008
52720,21314035,4131379,10031054,202009
52720,18363075,4590858,8717740,202010
53000,209073,209073,0,202008
53000,315908,315908,0,202009
53000,260213,260213,0,202011
53000,531907,252427,0,202100
52720,20717943,4217836,8480210,202011
52720,26594189,5651565,12314547,202100
52760,632811,245273,0,202007
52760,425787,311666,0,202008
53010,2260770,1370186,37129,202010
53010,1934684,1084161,70246,202011
53010,4862025,3032840,110496,202100
53020,18871228,1357384,7568778,202007
53115,15589572,12418597,148379,202007
53115,15424225,11701953,354683,202008
53115,16749833,13317146,332046,202009
53115,21582093,17419158,90548,202010
52940,562486,507376,26798,202007
52940,462316,437674,6830,202008
52940,495817,437191,13127,202009
52940,277234,238807,399,202010
53133,6585143,1138511,191660,202009
53133,8509467,1620350,709101,202010
53133,7093771,1100769,470157,202011
53133,4689863,1037848,250010,202100
52940,402863,199835,0,202011
52940,348770,138852,0,202100
53000,566284,566284,0,202007
50030,613614171,143409324,377060477,202007
50030,564881674,121823594,358278954,202008
50030,551385285,106467619,349283426,202009
50030,577431970,115440710,369845504,202010
50055,872368237,232039182,326941332,202007
50055,823542709,212478356,319452234,202008
50055,833403071,212001528,324901053,202009
53050,66346,0,2619,202100
53100,713339,359665,141460,202007
53100,629797,504034,587,202008
53100,1251565,1130802,77483,202009
50070,345820,336181,1364,202009
50070,756845,755943,902,202010
50070,628489,306155,221013,202011
53100,797598,296379,61169,202010
53100,769746,336833,52860,202011
53100,1614273,680959,104926,202100
50070,554184,538539,60,202100
50100,133178,0,0,202007
50100,52327,7430,0,202008
50100,361413,354641,0,202009
noPort,1764164836,633893113,527148871,202010
noPort,1605886714,608793966,460640951,202011
noPort,1638492337,701528152,395030023,202100
50120,33397,28647,3710,202011
50120,37044,6872,1220,202100
50140,33487053,11779779,14166042,202007
50140,35250601,11556311,17275509,202008
50140,27653122,8855603,13645668,202009
50140,36211245,12855630,16368398,202010
50140,26504485,8943134,13514275,202011
50250,213783,0,174178,202009
50250,50783,5829,0,202010
50250,10221,0,0,202011
50250,1159670,1154423,0,202100
50300,26013146,5755786,9422465,202007
50300,25026924,8578178,7249913,202008
50300,28535372,8852621,10262068,202009
50350,20432101,1524101,6109508,202100
50380,42558015,18932089,14764978,202007
50380,43824540,17715365,17231900,202008
50380,33241346,15949012,13117281,202009
50380,39590637,17375499,18070593,202010
50380,39902438,17081783,18609845,202011
50380,61158518,33835362,22735889,202100
50516,339233882,23029552,276788254,202100
50517,5610188,1996630,1679448,202007
50517,6919225,1374420,2569849,202008
50517,5061404,579022,1581472,202009
50518,2405823,544848,1623954,202007
50518,4123356,2548123,536244,202008
50518,1977302,957468,323249,202009
50518,2260297,944312,753758,202010
50652,180,0,0,202008
50652,1,0,0,202009
50700,3560027,3455545,104482,202007
50700,3398746,2509166,889580,202008
50700,4508411,2803115,1702239,202009
50700,2985731,1837314,335675,202010
50700,1633225,120951,600085,202011
50790,33986,1120,6388,202007
50790,16380,0,7200,202008
50790,155008,0,115224,202009
50790,9814,0,6133,202010
50790,134589,1086,16018,202011
50790,93198,1919,1657,202100
50805,7743553,1099863,3746904,202007
50935,220460515,90087938,63378321,202009
50935,205510465,82347347,68743800,202010
50935,159735195,67291619,52659564,202011
50935,185181423,84965019,61439960,202100
50970,228410142,114886089,45111520,202007
50970,244841430,122274930,43828197,202008
50970,207382285,113063898,40385576,202009
51020,115045,85520,0,202009
51020,37817,5773,0,202010
51020,18471,17364,0,202011
51020,33845,15081,0,202100
51030,1901500,0,52,202011
51030,1330102,314914,643,202100
51040,25482932,21991746,2349925,202007
51040,28415741,22096044,3197555,202008
51100,44344270,11451398,14284772,202011
51100,48060372,11449452,18257749,202100
51120,281341,0,0,202007
51130,144364187,70504421,38985708,202010
51130,135890228,70501913,35049940,202011
51130,161978503,91117174,42695942,202100
51180,4356432,4126905,7984,202007
51220,44809733,13099807,22899309,202007
51220,42893332,17111355,16791538,202008
51220,35337391,12411645,16353342,202009
51220,38220974,13190975,20222410,202010
51254,1711653,1695142,16451,202008
51254,2081396,1946255,1081,202009
51254,1972804,1947016,25788,202010
51254,1277243,1199165,78078,202011
51320,1106907,1079946,26961,202100
51330,403899,10292,254639,202007
51330,422773,13680,190649,202008
51330,328524,15636,54668,202009
51330,38016,15420,22596,202010
51330,185703,22191,4287,202011
51330,104478,0,15341,202100
51400,13426269,3374805,4311167,202009
51400,12632164,4350335,3022121,202010
51400,13851839,3522405,3900932,202011
51500,1122332,0,235262,202009
51500,1643437,0,0,202010
51500,321951,166248,0,202011
51500,1817806,1011303,0,202100
51501,668167,0,0,202007
51501,261594,0,0,202008
51501,33125,0,0,202009
51780,26101,0,0,202007
51780,152465,0,0,202009
51780,19443,0,0,202010
51780,5580,0,0,202011
51780,0,0,0,202100
51800,1691476,687956,0,202007
51800,1366587,716723,0,202008
51815,82923500,71572373,5017153,202100
51820,9469353,1353570,903797,202007
51820,5516169,1578506,271884,202008
51830,12492027,5578814,294819,202007
51830,7482146,3449645,523912,202008
51830,6801904,1948490,342693,202009
51840,420826,1811,412876,202008
51840,16217,0,13677,202009
51840,257222,1016,250657,202010
51850,1490,0,1490,202010
51850,245712,245712,0,202011
51850,848938,553688,288070,202100
51860,45911,69,45362,202008
51860,333,101,180,202009
51860,743,0,736,202010
51860,0,0,0,202011
51890,11659029,2685352,1318234,202008
51890,5127489,2437778,272296,202009
51890,9869259,1447784,2002836,202010
51910,6440817,1697675,1391527,202009
51910,9437603,2201778,3829464,202010
51910,8504758,2850865,3939102,202011
52065,20022954,6434473,8201337,202009
52065,20771835,9512721,7166485,202010
52065,19402472,9056161,8339870,202011
52065,18297309,9552037,5179304,202100
52090,1609518,1296982,75242,202010
52090,0,0,0,202011
52090,43943,0,39818,202100
52140,0,0,0,202007
52230,4758176,3385720,3961,202100
52235,2036536,1221827,334264,202007
52235,1243278,781014,462264,202008
52235,2285125,1487038,421028,202009
52260,6507103,194434,5824607,202008
52260,10905650,220300,8491478,202009
52260,10293958,187847,8294794,202010
52260,4914846,80382,3648137,202011
52295,2706733,2348578,318189,202010
52295,1571680,1483716,87964,202011
52295,2739895,1934925,286390,202100
52297,1183853,0,430225,202007
52297,415156,0,127486,202011
52297,699532,96898,444571,202100
52320,34499305,9828651,6208048,202007
52320,35394666,11165841,7906991,202008
52440,453707,200298,3387,202011
52440,448502,0,42676,202100
52480,150201,150201,0,202007
52523,275029,161423,0,202010
52523,67798,0,47162,202011
52523,74168,72024,0,202100
52680,5681,5681,0,202009
52680,140,0,0,202010
52680,84376,1769,14035,202011
52680,219221,427,217814,202100
52695,2922904,0,645691,202007
52695,4623294,0,1942144,202008
52695,5384137,0,2984506,202009
53010,5424100,3101404,23873,202007
53010,2073347,1523947,29647,202008
53010,2214462,1313873,104507,202009
53050,35767,501,14799,202009
53050,21848,17535,0,202010
53050,4028,0,4028,202011
53115,19278209,15398843,511193,202011
53115,17554782,14611452,488503,202100
53130,2537826,990037,0,202007
53130,5954864,2201725,2149259,202100
53133,8242770,2128551,623773,202007
53133,9951781,2573529,442838,202008
