inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
50045,1,1,,202007
51200,8,1,7,202010
51280,5,3,2,202100
51803,24,22,1,202008
50060,64,33,25,202010
50070,1,1,,202008
50785,42,6,35,202011
51200,7,,6,202011
51803,19,18,,202011
50516,390,38,338,202009
50516,368,40,314,202011
50805,7,6,1,202011
52240,3,2,1,202008
51260,4,,4,202009
52940,2,1,,202009
50610,1,1,,202009
51400,4,1,3,202011
53020,1,,1,202007
50350,5,2,3,202008
51820,1,1,,202100
52320,23,21,1,202011
52720,9,2,6,202010
50730,15,8,6,202010
52295,1,1,,202009
52510,1,1,,202007
51810,14,13,,202100
51400,3,,2,202008
50970,128,109,8,202011
51400,2,,1,202100
51220,15,,14,202100
52720,7,1,5,202007
51254,3,2,1,202011
52295,2,1,1,202008
50055,1127,728,353,202009
50516,401,49,343,202007
50785,41,5,35,202010
51070,1,1,,202009
52720,5,1,3,202011
50210,1,1,,202007
51040,16,13,3,202011
52695,2,,1,202009
50100,2,2,,202010
50730,7,6,1,202100
52510,1,1,,202100
50441,3,,2,202100
51770,5,5,,202100
51910,2,2,,202011
51941,1,1,,202008
52240,6,5,,202007
50180,1,,1,202010
50450,9,6,3,202100
50700,2,,2,202008
51340,1,1,,202010
51941,5,5,,202011
52720,12,3,9,202100
52760,1,1,,202010
52260,8,1,7,202010
53010,2,1,,202100
51010,4,2,1,202009
52220,2,1,1,202008
50805,4,3,1,202009
52240,3,2,,202100
51830,4,3,1,202010
53010,3,3,,202011
50070,4,4,,202010
50518,5,2,3,202008
50790,2,,2,202010
52695,1,,1,202100
51320,2,,,202009
51502,1,1,,202010
51890,3,3,,202008
51910,5,3,2,202009
51400,3,1,1,202010
52295,1,,1,202010
50250,1,,1,202008
50971,19,14,5,202100
52260,2,,2,202008
50250,1,1,,202007
52065,7,4,3,202009
50140,16,10,3,202009
50340,1,,1,202011
52295,1,1,,202100
50450,19,11,6,202009
51815,71,63,8,202007
51820,1,1,,202007
53115,9,9,,202011
51010,2,2,,202100
51320,2,,1,202008
50250,1,,,202011
50510,1,1,,202010
50518,3,2,1,202011
51010,2,1,1,202008
51200,7,,7,202008
53100,1,1,,202008
51280,7,4,,202009
51504,1,,1,202010
50650,2,2,,202100
51040,18,14,1,202100
51280,7,5,2,202008
51830,5,5,,202007
51920,1,,1,202100
51120,1,,,202009
52350,1,1,,202100
53115,7,7,,202008
51890,4,1,2,202011
52940,1,,1,202007
53020,3,1,1,202010
51810,24,23,1,202008
52235,1,1,,202011
52240,10,9,,202009
50060,52,24,25,202009
52720,8,4,4,202009
51100,25,8,16,202011
50350,2,,1,202011
50730,19,13,4,202007
52235,2,2,,202100
52320,14,11,2,202010
51280,6,2,2,202011
51350,,,1,202008
52295,2,1,1,202011
51830,5,2,,202009
52440,1,,1,202008
52560,1,1,,202009
51254,3,3,,202009
50070,2,1,,202011
51100,19,6,10,202100
52695,2,,2,202008
50040,1,,,202008
51205,2,2,,202011
51260,3,,3,202100
50450,8,4,3,202011
50510,1,1,,202007
50380,35,22,11,202008
51803,11,10,1,202100
50971,27,18,5,202009
51130,179,132,31,202007
51870,16,7,7,202008
53010,3,2,,202010
50450,19,9,10,202008
50700,1,,1,202010
51815,67,60,7,202009
52220,2,1,1,202007
50441,4,,3,202010
50517,4,1,3,202100
51254,4,4,,202010
53115,5,5,,202009
52350,2,1,1,202011
51810,20,17,1,202011
50350,6,1,3,202007
51770,16,15,1,202010
52230,1,1,,202008
52350,2,2,,202009
50340,4,1,3,202010
50441,4,1,3,202007
51200,5,1,3,202100
50730,13,7,6,202011
51920,3,2,1,202010
52220,2,1,1,202010
50805,7,3,4,202100
52065,7,2,3,202010
53133,3,3,,202011
52220,1,,1,202011
51320,1,1,,202011
51810,28,27,,202010
51830,7,5,1,202008
50785,33,3,30,202100
52297,1,,1,202011
50441,4,2,1,202011
50930,2,1,1,202009
51254,3,2,1,202007
51100,36,10,24,202010
50935,47,10,36,202100
52695,1,,1,202007
50300,25,12,10,202008
50600,2,2,,202008
50070,2,2,,202009
51502,1,,1,202009
53020,3,1,2,202011
50055,1053,686,329,202010
50932,2,2,,202009
51010,1,1,,202011
51400,3,,1,202007
51803,27,25,1,202010
50790,2,,2,202100
50970,155,136,11,202008
51865,2,2,,202008
52260,5,,5,202100
52320,22,18,2,202007
50140,20,13,6,202008
50785,52,8,43,202007
50805,9,7,1,202007
50935,61,19,38,202010
51830,7,7,,202100
52065,5,2,2,202100
53133,1,1,,202007
noPort,1075,762,253,202009
50600,1,,,202007
50600,1,,,202011
51220,21,4,17,202011
51845,69,39,27,202100
50055,1000,679,275,202011
50380,38,23,16,202011
51180,1,1,,202011
51820,2,2,,202009
50140,23,17,6,202100
50300,27,10,14,202010
50350,2,,2,202100
50060,60,36,20,202008
50971,27,19,4,202007
51220,25,3,21,202009
50030,803,535,241,202009
51865,2,2,,202007
50120,3,3,,202010
50516,358,54,298,202008
51855,1,1,,202010
53100,1,1,,202100
50030,806,567,220,202008
50380,39,24,14,202007
51810,19,18,,202009
50516,351,36,303,202100
51130,157,129,20,202011
50730,23,13,10,202009
51340,1,1,,202007
51860,1,1,,202008
52065,5,2,3,202011
50055,964,626,306,202100
51870,21,15,5,202007
53115,4,3,,202007
50100,3,2,1,202011
50730,14,7,6,202008
51870,18,13,4,202100
50970,143,128,11,202010
51180,1,1,,202009
50925,1,1,,202007
50930,1,,1,202100
50935,73,27,43,202009
50935,40,11,28,202011
