inPortNo,draughtDiff,draughtDiffCargo,draughtDiffTanker,period
51500,1,,,201909
51830,2,,1,201908
53020,4,1,,201907
50340,4,,2,201908
52220,1,1,,201911
50785,47,8,37,201911
51865,2,2,,201910
51890,4,2,,201908
52870,1,,1,202000
51100,21,3,15,202000
53100,1,1,,201908
51205,1,,1,201909
51320,1,,1,201911
50925,1,,,202000
51100,29,9,19,201908
52720,11,2,8,202000
51770,10,10,,202000
52295,14,13,,201910
51810,12,12,,201908
51200,12,,9,201909
50805,7,6,1,201910
51010,2,1,1,201910
51070,2,1,1,201909
52260,3,,3,201909
52295,3,2,1,201907
50380,38,24,13,201908
51820,1,,1,201911
52065,8,2,6,202000
52940,1,1,,201911
50340,2,,2,201907
51810,21,20,,201909
50650,1,1,,201908
51120,1,,1,201907
51840,2,,2,201908
50518,2,,2,202000
51280,3,,3,201909
51504,1,,1,201908
52040,1,,1,201907
52350,3,1,2,201908
51040,8,5,1,202000
52720,4,,3,201907
50790,2,,2,201911
51810,20,20,,201907
52260,3,,2,201907
50140,23,15,6,201911
51220,20,,19,201909
53010,2,1,,201911
52260,3,,3,202000
50300,24,6,16,201909
50070,1,1,,202000
50518,2,1,1,201911
51320,1,,1,202000
53100,1,,1,202000
51010,3,1,2,201908
51941,5,4,1,201910
50517,9,4,5,201910
51815,66,58,6,202000
50518,5,,5,201909
50805,2,,2,201911
51260,5,,5,201909
52350,2,1,1,201909
52870,2,2,,201910
51400,3,,2,201909
50790,1,,1,201907
51400,2,,1,202000
52040,2,,2,201908
50970,132,111,10,201911
53010,6,5,1,201910
50030,662,486,156,202000
50340,3,2,1,202000
51120,1,,,202000
51220,22,,22,202000
51040,9,7,2,201911
51205,2,,1,201910
50935,42,16,26,201909
50971,36,28,6,201908
51280,3,3,,201911
51890,8,5,,201910
51941,10,7,2,201908
51770,23,22,1,201909
52230,1,1,,201907
52240,1,1,,201911
50140,28,20,5,201910
50441,2,1,1,201911
51820,1,1,,202000
51865,2,2,,201909
52760,1,1,,202000
53115,4,4,,201909
50935,63,22,36,201911
52065,15,3,11,201911
50350,4,3,1,201907
51870,20,8,10,201909
52270,1,1,,201910
50040,1,,1,201910
52230,4,3,1,201910
50300,20,7,11,202000
50650,1,,1,201907
51820,1,,1,201910
51845,71,43,26,201907
52940,2,2,,201910
50350,4,,4,201908
51502,1,,1,202000
50300,20,6,11,201910
50971,22,15,4,202000
50730,15,8,6,201911
51130,143,111,22,201908
51803,18,18,,202000
51830,1,1,,201909
50935,61,24,35,201907
51845,55,33,13,201908
51810,18,16,,201910
51941,11,6,3,201907
51254,1,1,,201907
51320,1,,1,201908
50380,44,25,15,201909
51504,1,,1,202000
50517,6,2,4,201911
50730,8,4,4,202000
51910,5,3,1,201910
50380,44,24,17,201911
51260,3,,3,201908
51484,1,,1,201907
52235,1,1,,201910
50210,2,,2,201907
51340,2,1,1,202000
51890,8,7,1,201911
50040,2,,2,201907
51130,145,118,24,201909
51330,1,,1,201908
51504,2,,2,201911
51865,5,5,,201908
50340,3,,3,201910
50785,69,10,59,201907
51504,1,,1,201909
51865,3,3,,202000
50030,815,568,222,201910
51910,4,3,,201911
52065,10,4,4,201907
53020,5,2,2,201911
51890,8,7,,201909
51810,13,13,,202000
50055,1107,733,320,201910
50060,53,32,17,201907
51040,5,4,,201909
50030,733,514,201,201908
50970,157,136,13,201910
52260,5,,4,201908
50060,62,38,19,201909
50070,3,3,,201907
51920,2,1,1,201907
52350,3,2,1,201907
50516,302,26,265,202000
51840,2,,2,201907
51855,1,1,,201910
51100,35,13,20,201907
52870,1,,,201907
noPort,1008,670,261,201907
noPort,1023,680,263,201910
51870,22,17,4,201911
50055,1116,752,308,201909
51504,2,1,1,201910
51770,19,17,1,201908
51803,27,27,,201908
52240,11,11,,201907
noPort,766,553,172,202000
50450,23,14,8,201909
50970,119,105,8,202000
51180,1,1,,201911
noPort,1094,759,261,201911
50600,1,,1,201907
51220,29,2,27,201907
51280,1,,,201908
50450,17,9,6,201910
52320,28,25,3,201910
50055,819,528,262,202000
50600,2,2,,201908
52065,7,1,6,201908
50380,37,23,13,201910
50441,3,,2,202000
50450,23,13,8,201908
50805,7,5,2,201907
51010,1,,,202000
51100,32,10,19,201911
52230,1,,1,201908
52260,1,,1,201911
52295,5,5,,202000
53115,6,6,,201910
50516,345,30,308,201909
53133,2,1,1,201907
51200,8,,8,201911
51815,116,110,3,201907
50516,324,27,287,201910
51920,1,1,,201908
52320,23,17,4,201907
52695,1,1,,201908
50055,1101,736,312,201907
50060,64,37,25,201910
50510,1,,,201909
50516,368,30,325,201907
50518,2,1,1,201908
51280,6,2,3,201910
51770,10,10,,201911
50700,2,,2,201907
50730,36,16,19,201907
51130,108,81,22,202000
52320,27,23,4,201911
50450,19,11,7,201907
50516,359,34,310,201911
50930,1,,1,201909
51400,2,,2,201910
51770,20,19,,201910
52720,10,1,8,201909
53020,4,1,1,201910
53115,6,6,,202000
50350,2,,2,201910
51200,9,1,7,201908
51220,16,,16,201910
51910,2,1,1,202000
51815,83,74,8,201908
52235,2,2,,201909
noPort,1034,713,238,201909
51010,1,,,201909
51130,148,119,20,201907
50971,18,11,5,201909
51484,1,,,201909
51180,1,1,,202000
51803,32,32,,201907
50055,1109,749,311,201911
50070,3,3,,201908
51840,2,,2,201911
51845,45,23,17,202000
52220,1,,1,201910
52240,6,5,,201908
50300,25,5,17,201911
52295,1,1,,201908
50300,25,15,6,201907
51820,6,5,1,201907
52760,1,1,,201910
50140,27,16,9,201907
50935,55,19,35,202000
51040,14,9,2,201907
51504,1,,1,201907
51845,65,37,27,201909
50055,1074,715,302,201908
51820,1,1,,201908
51910,3,2,,201908
51920,5,1,4,201911
50441,4,1,1,201910
51870,21,11,8,202000
53010,3,3,,202000
50060,44,24,17,202000
50380,36,19,15,202000
50730,22,12,10,201909
50935,58,23,29,201908
51803,31,30,,201910
52240,7,7,,201909
51220,27,3,24,201908
51260,4,,3,201907
50785,64,8,53,201909
50785,69,11,55,201910
50935,54,14,36,201910
50510,1,,,201907
51815,97,92,5,201910
51855,1,1,,201907
50300,25,8,13,201908
50340,6,2,4,201911
50600,2,2,,201910
50516,333,32,290,201908
50518,3,2,1,201910
50600,1,1,,202000
51280,4,4,,202000
51845,59,32,25,201911
50140,24,14,8,202000
51830,2,2,,201911
50450,19,10,8,201911
51850,2,2,,202000
51920,1,,1,201909
52295,2,2,,201909
50510,2,1,1,201910
50970,146,129,7,201908
51180,1,,,201909
51840,1,1,,201910
51100,27,8,16,201909
52760,1,1,,201911
50785,55,8,44,201908
50970,140,117,13,201907
50517,7,6,1,201908
51803,27,27,,201909
